Crash Year,Crash Month,Crash Day,Time of Day,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Highway Class,Highway Number,Speed Limit at Crash Site,Weather Conditions (2016+),Worst Injury in Crash,Traffic Control,Trafficway,Crash Type,Total
2019,July,28,12:00 noon - 1:00 PM,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Daylight,U.S. route,M-24\US-24\US-24BR,25,Clear,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,July,28,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,28,4:00 PM - 5:00 PM,Wayne County: Taylor,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other,1
2019,August,28,9:00 AM - 10:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,28,1:00 PM - 2:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Interstate route,M-75\I-75\I-75BL\I-75BS,35,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,28,1:00 PM - 2:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),Signal,One-way trafficway,Other,1
2019,September,28,10:00 AM - 11:00 AM,Wayne County: Grosse Pointe Farms,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Rain,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,September,28,1:00 AM - 2:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Rain,No injury (O),Signal,"Two-way, with continuous left-turn lane",Single motor vehicle,1
2019,October,28,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,One-way trafficway,Single motor vehicle,1
2019,November,28,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected serious injury (A),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,November,28,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dawn,Michigan route,M-8\US-8,Uncoded & errors,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Other,1
2019,December,28,6:00 PM - 7:00 PM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark lighted,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,December,28,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),None,"Two-way, with continuous left-turn lane",Other,1
2019,January,29,6:00 PM - 7:00 PM,Wayne County: Romulus,Intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,50,Clear,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,April,29,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-53,35,Rain,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,May,29,1:00 AM - 2:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Michigan route,M-8\US-8,35,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,June,29,10:00 PM - 11:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,July,29,2:00 PM - 3:00 PM,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,25,Cloudy,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,July,29,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,35,Rain,Suspected minor injury (B),None,"Divided highway, median strip, with traffic barrier",Other,1
2019,August,29,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-85,25,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Other,1
2019,September,29,9:00 AM - 10:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Interstate route,M-94\I-94\I-94BL\I-94BR,35,Clear,No injury (O),None,One-way trafficway,Other,1
2019,October,29,11:00 AM - 12:00 noon,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,October,29,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Cloudy,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,November,29,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other,1
2019,December,29,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-102\US-102,40,Fog,No injury (O),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle,1
2019,January,30,5:00 AM - 6:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-3,35,Clear,Suspected minor injury (B),None,"Two-way, with continuous left-turn lane",Single motor vehicle,1
2019,March,30,9:00 PM - 10:00 PM,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Snow,No injury (O),None,Not physically divided (two-way trafficway),Angle,1
2019,March,30,12:00 midnight - 1:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,One-way trafficway,Other,1
2019,April,30,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Signal,"Two-way, with continuous left-turn lane",Other,1
2019,June,30,4:00 PM - 5:00 PM,Wayne County: Grosse Ile Twp.,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Cloudy,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,June,30,3:00 AM - 4:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Michigan route,M-39,55,Clear,Fatal injury (K),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle,1
2019,June,30,3:00 AM - 4:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-3,35,Cloudy,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other,1
2019,July,30,12:00 noon - 1:00 PM,Wayne County: Dearborn,Intersection crash,Hit-and-run,Unknown,"County road, city street, or unknown",Local road or unknown,25,Unknown,No injury (O),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,30,6:00 PM - 7:00 PM,Wayne County: Inkster,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,30,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-102\US-102,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,30,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-39,25,Clear,Suspected serious injury (A),Signal,One-way trafficway,Other,1
2019,August,30,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other,1
2019,August,30,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,October,30,3:00 PM - 4:00 PM,Wayne County: Dearborn Heights,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,October,30,8:00 PM - 9:00 PM,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Rain,Possible injury (C),Signal,"Two-way, with continuous left-turn lane",Single motor vehicle,1
2019,November,30,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,December,30,12:00 noon - 1:00 PM,Wayne County: Inkster,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,May,31,3:00 PM - 4:00 PM,Wayne County: Harper Woods,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other,1
2019,May,31,3:00 PM - 4:00 PM,Wayne County: Riverview,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-85,45,Clear,Suspected serious injury (A),Signal,"Divided highway, median strip, without traffic barrier",Other,1
2019,May,31,10:00 PM - 11:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-1,25,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,May,31,1:00 AM - 2:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Michigan route,M-85,35,Clear,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,May,31,1:00 AM - 2:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,One-way trafficway,Other,1
2019,May,31,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,July,31,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),Stop sign,"Divided highway, median strip, with traffic barrier",Single motor vehicle,1
2019,August,31,3:00 PM - 4:00 PM,Wayne County: Dearborn Heights,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,31,9:00 PM - 10:00 PM,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,45,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,31,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle,1
2019,August,31,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,35,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other,1
2019,August,31,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),Yield sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,31,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,August,31,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,31,10:00 PM - 11:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,October,31,8:00 PM - 9:00 PM,Wayne County: Dearborn,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Rain,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,October,31,12:00 midnight - 1:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Rain,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Sideswipe same direction,1
2019,October,31,7:00 AM - 8:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-1,35,Rain,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,October,31,10:00 AM - 11:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Rain,Possible injury (C),Signal,One-way trafficway,Angle,1
